ID,Name,Country,Type_of_Content,Average_Views,Revenue,Primary_Game
bci4caf9xesq989lxrgv7kmjp5ua81ze,Joseph Flores,United States,Short Form,28893,5.79,World of Goo
lb28cvwxzmcg1onrrhrbc4yii9txtidr,Adrien Ferrand du Moreau,France,Short Form,27084,3.3,Brave
idskn0d600681ibwg6rydq3mlr9ji0qn,Jerry Sanchez,United States,LiveStreamer,392339,78.65,Killing Floor 2
6j1axbwamwsjfn36s4ldy8pvdq5h662z,Keith Mooney,United States,LiveStreamer,632343,342.1,DISC ROOM
4wsqt26q3xlrfcd6mzsgippsfnkomv2x,Kyle Mcdonald,United States,Blogger,5319,0.99,Alluris
r1dek0qtn1u1zsuzdrou2o2b8kufwgfp,Brittany Adams,United States,Short Form,5261,0.5,Lumberjack's Dynasty
wwl0a9gq2ycqhcfb4mfpvk4wyziqouqz,Hwang Min-seo,South Korea,LiveStreamer,784984,159.06,Insurgency: Sandstorm - Mod Tools & Editor
ubhvnjtpq0j8fwyb51pcmeo5jrhbfx2e,Thomas Hall,United States,Short Form,10466,2.26,Terrain of Magical Expertise
3s08uwoxt118qzb6uxqrkuw2032lyxj2,Robert Jackson,United States,LiveStreamer,19160,9.94,ELEX
ojxuz0e4gfcgia86q64urs40nhuxxdxo,Elizabeth Baker,United States,LiveStreamer,97330,70.23,The Count Lucanor
fa6q5roua7iloubofkty75rxxj29mq9f,Joseph Scott,United States,Short Form,148108,38.06,Tom Clancy's The Division
q2tx2xs4f4cc28flk3bx47wa9jzxa55o,Vasudha Ghose,India,LiveStreamer,38162,6.7,Down in Bermuda
0qf1klgp9jqlldiv4sydu5ir2t3l7fx4,James Brown,United States,Blogger,8650,1.57,The World Next Door
d4txawqgbos0c9q5s23dgok3uy885sad,Daniel Williams,United States,Short Form,678679,118.13,Yooka-Laylee
23ticyvznex5cijm9rmds9z34kkf9j3j,Aaron Barton,Australia,Long Form,27721,4.98,Star Renegades
v08liuqdn05xt54fn5g77lk6hqiv929s,Lisa Jones,United Kingdom,Long Form,79140,19.14,The Banner Saga Epic Trilogy
8asypbgd7hu5pfsmhn5o4i4hn5zb9xcz,Glenn Ford,Australia,Blogger,163275,30.48,WRC 8 FIA World Rally Championship
8spw0s1nkk0g78tmqh3a5f1u6swnj9rw,Angie Caldwell,United States,Short Form,1541,0.3,Voidtrain
gfqc63yqiyouz58l0is27o4j1fija1jy,Matthew Coates,United Kingdom,LiveStreamer,43129,8.87,Splinter Cell Chaos Theory
0t2k5clf0xsz6xj3anq6v097pnpfzbpr,Kim Min-seo,South Korea,Blogger,886365,128.14,Twin Mirror
growu8bvda7i3zmy4mqh8qxwqggef6lx,Mr Kieran Smith,United Kingdom,LiveStreamer,8616615,2664.24,The Long Dark
k9wam0kjax57u0y8jwvhplhw4oq0pfrr,Julie Alexander,Australia,Blogger,731706,132.73,Galactic Civilizations III
l02n8znvcjwuq2xibxtgiv6vrejak3ho,Hwang Ji-hoon,South Korea,Short Form,2276174,437.86,Tennis Manager 2021
iigiy0drtdh0sm2te040hg4sd1wd2nuu,Karl Olsson,Sweden,Short Form,8983005,2391.24,Mars 2030 Editor
nukm7y1uvjytmp4nvv78zoheotb1ppqv,Joe Moore,United States,Short Form,31696,7.13,Clid The Snail
poyxz6wxby4dua110o4livfhvwyjoxy0,Hwang Jun-ho,South Korea,Short Form,5744086,1568.34,theHunter: Call of the Wild™
n311xvrco0sdw361f0svul3ysm05u53i,Lieschen Hamann-Lachmann,Germany,Short Form,9028,1.52,Paper Beast
meatdux63rr8jpvq308n32k1ihkpju9h,Joseph Allen,United States,Short Form,32425,10.79,Darkest Dungeon II
uzq6rf8lw7y8aubpm9dbeza9agulm5fq,Connor Barnett,United Kingdom,LiveStreamer,527688,259.49,Batman Arkham City Game of the Year Edition
o7c62j2n0rtndc1lsrtnsqhf7vfyj8e7,Hans-Hermann Binner MBA.,Germany,Short Form,428276,59.23,Hyper Light Drifter
iaa0vhvk3vsnmxior9lkfmhu47pnq0pn,Jade Stanley,United Kingdom,LiveStreamer,1235573,418.14,Dungeons 3
193r5885yssny20gayb3ltkg3ojodz41,Ito Yuki,Japan,Blogger,6629,1.47,Tower of Guns
m9vtlleacnlmg9rrutsbc23i4s41psun,Patricia Gray,United States,Long Form,321158,110.46,Jotun: Valhalla Edition
sz6o5ryju5vuzanxulacd9jymgklcwse,Hwang Seo-yeon,South Korea,Blogger,911771,112.23,Elite Dangerous
1rvmi145201v5zd0yxgzb3rimqwf7ib9,Juan Grant,United States,Blogger,20615,2.05,8Doors: Arum's Afterlife Adventure
q89fycyqbflwaafqegbykaqb6j9me1v1,Derek Jarvis,United Kingdom,Short Form,178405,40.39,Wolfstride
bygl6indtmc44dk3qxj94hpdzny9bypw,Hugh Barrett,United Kingdom,Long Form,22763,8.13,OUTRIDERS
8bvrugb51r5l4m0f3r89khob93izhqel,Lindsey Norman,United Kingdom,Blogger,3790,0.92,Air Missions: HIND
ahdxghvexikkohdel5r6510jklan9e96,Shaun Day,United Kingdom,LiveStreamer,43688,17.27,Going Under
xgeuqq1ykxaluxcmclol9mfnp2e0bnd2,Kate Blaak-Verhoeven,Netherlands,Blogger,538132,83.33,Superbrothers: Sword & Sworcery EP
1yk5nnrdbpzo6t6bjnzso5mgfe0b17my,Robert Rodgers,United States,Short Form,751555,167.6,Kitaria Fables
m1tesb8u1ke6xicjki0jlarn901x3yxs,Gaurav Shere,India,Short Form,754762,136.43,Niche - a genetics survival game
4g8qde12wuw60n330pgboph2v9msk0nl,Pam Lowe,Australia,Short Form,45144,11.19,VR Funhouse
2gnfc04b5uxv60j54q4vvg5hpvb3j41y,Kim Min-seo,South Korea,Short Form,12652,3.32,Boyfriend Dungeon
hzflpsq5cl21m8cc8tzph26mgldewsvs,Agnieszka Roj,Poland,Short Form,15403,1.28,Batman Arkham City Game of the Year Edition
sq1u97rwjvie6dueprtiry3ti0m2q22y,Alexandra Junk-Geißler,Germany,LiveStreamer,27093,13.2,GNOG
u2691456h95d9y8y0awrhqs9dvelyvro,Jennifer Reed,United States,Blogger,143318,29.48,The Walking Dead: Final Season
4rj5uzrt924g1iq3tvfuiy13ym765wm0,Upadhriti Bhat,India,Blogger,103018,7.43,Spotify Music and Podcasts
fme4kvfqz24beyam460qxcdac4k8agbp,Gioacchino Contrafatto,Italy,Long Form,36385,7.56,Rayman Origins
jk4514408ln27241mdhgmbu27huv7nrv,Martin Dupré Le Bourgeois,France,Blogger,32693,2.83,Shadowrun Trilogy
y9mqc861farejo023oybfyf9wtr0h42h,Orinder Dora,India,LiveStreamer,566457,72.38,Trials Rising Standard Edition
ym3di2zg884bncad4zn573vjt6tcjay1,Tim Schuchhardt-Plath,Germany,Long Form,402517,91.95,Dauntless
62vx5kubwamce64q9rh49t7pf1m9hpty,Garima Chahal,India,LiveStreamer,1928092,322.35,Warface
b4e0b61g0b68udv5erofxz4dhmz40h9k,George Hunt,United Kingdom,LiveStreamer,137182,78.84,Gravewood High
pp8wr9i5m6o2fs2irxbav48kf2t23ebi,Mr Phillip Ward,United Kingdom,Short Form,390139,97.55,Neverwinter
ezp98y33s7k3478jo9n0jz0iogvc8gc3,Rebecca Martinez,United States,LiveStreamer,37350,13.67,Anno 1701 History Edition
bxkpm21b07g2re6zvlhyl2ld05nhqr6f,Hwang Dong-hyun,South Korea,Long Form,12669,3.89,Ghost Recon Breakpoint Standard Edition
dfgj7nrskoqv333c2uudsqncuyk2vfhd,Porfirio Aitor Priego Iñiguez,Spain,Long Form,19061,4.4,The Plane Effect
730kf8vd3rrj1cmdrma7ypcfyx0joc6z,Christiane Dos Santos,France,Short Form,215975,32.4,Legend of Keepers
8kntbvbc20yxf54c0wyvpk97xojyg282,Leslie Roberts,United States,Blogger,203622,27.41,Critadel
q14j1ripzim6cfnfholqc3o18a5ur7ko,Farhan Memon,India,Blogger,689376,95.92,STAR WARS Jedi: Fallen Order Standard Edition
fsrazzxvkkzcoix0bfipehfj629pk5rj,Tymon Zuziak,Poland,Short Form,18060,3.4,Scrapnaut
09di2ubtpwxgc8l9m0jy6w353cuonmfl,Brett Owen,United States,Short Form,3381822,382.88,7 Billion Humans
w4i36422idc5viriiqus3t7c69bfiqo6,Kato Hiroshi,Japan,Blogger,1920,0.24,Trüberbrook
esclz6qnh2kcdeylruwvjo4k6uxynrz1,Stacey Stewart,Australia,Long Form,131854,61.25,State of Decay 2: Juggernaut Edition
z8431suga7pgdq29l99g7wlphali7ti3,Todd Garcia,United States,Short Form,66107,10.17,MudRunner
sk2q1yjucyy57px9odg9rxxjvamidsjn,Daniele Krebs,Germany,Blogger,11765,1.75,Ghostrunner
fzatq4ea7e858axcigas2h1vnomd4rzy,Manbir Talwar,India,Short Form,170945,10.94,South Park™: The Fractured But Whole™ Standard Edition
d4oj42i9mixznwmngsn3gdqtp0mxv5l4,Cynthia West,United States,Blogger,191141,18.51,Assassin's Creed Syndicate Standard Edition
0molrv4dgqvtaklof5l5d9au6mtq82dm,Elke Wiek,Germany,LiveStreamer,3816673,1208.94,RiMS Racing
myj4q9cs4a2is069x8plwq1qu1re07wx,Jamie Montoya,United States,Short Form,4789,1.72,Crashlands
9f05fd4v9mvnezibwv1wba2gipt3jmj0,Jung Jun-ho,South Korea,Short Form,121662,15.04,Dark Deception
ob38onhl9rmpol5xlk25c6mnmgf8dbdl,Yamamoto Hiroshi,Japan,LiveStreamer,40013,12.54,Sonic Colors: Ultimate
uzux887oc8v04b6u5cknhp41169g871m,pan Eryk Petrus,Poland,Short Form,29076,7.3,One Hand Clapping
cmtvjbe5bzchl4rzae990jhiubx73eu2,Angela Mcdaniel,United States,Blogger,208827,12.43,OCTOPATH TRAVELER™
uo350tt58vdeskrjtkb2d3k661h7wpvc,Mare Martens,Netherlands,LiveStreamer,31105,4.79,Days of War Map Editor
xqo4078kxibk7ckasul64qbwplyk0yzk,Angela Compton,United States,LiveStreamer,1744,0.51,Of Bird And Cage
z1ov5vxa8mku1gpt49pusrzaeqoxbe1p,Abdul Buch,India,Long Form,46084,9.12,"iHeart: Radio, Music, Podcast‪s‬"
hi2hmj1jhr3zzmxro1wl5zv0e25w6xna,Douglas Mason,United Kingdom,Short Form,252393,29.81,AWAY: The Survival Series
xyudqly2c8lkejhyv5pouiz1v2yla61t,Rogelio del Borrell,Spain,LiveStreamer,685689,108.62,RollerCoaster Tycoon 3 Complete Edition
6y78pi0yvbqfqza2cwxgttde29sm9x5a,Hannah Harmon,United States,Short Form,147196,33.0,Crysis 3 Remastered
lsjrfwp6b9fwnhipln20gkqqlq5mp96k,Thomas Gibbs-Patel,United Kingdom,Short Form,336506,32.68,The Binding of Isaac: Repentance
45yhshzd14ftnm8vh1xsn66rmnr6nobg,Yamamoto Yuki,Japan,LiveStreamer,516055,177.3,Neighbours back From Hell
xpch7wjgfbwp3u53hsnam1qy3tk0yezr,Kobayashi Akira,Japan,Blogger,14835,1.98,Bridge Constructor: The Walking Dead
cbyfwxw6hvzbgenzo85bejbjvsti9ke6,Miss Charlotte Thomson,United Kingdom,LiveStreamer,369274,113.92,Defend the Rook
svi2wvk007ywuhkolfmb4p2hx6u68cis,Watanabe Akira,Japan,LiveStreamer,31327,7.75,Nexomon: Extinction
92mg1807y9t4xy8a29rjj5lm9yuhzbl1,Georgia Peacock,United Kingdom,Blogger,30521,4.46,Wheels of Aurelia
meuswrgvz9aawe429omuwahk2lslaym0,Megan Diaz,United States,LiveStreamer,1488509,680.27,Undying
pgqc5umunlbnqandtqypiclks441wmkx,Michelle Williams,United States,Long Form,17253,6.38,Cities: Skylines
po0bmu2l2fn50aef8cla7i6zu4lbk1e3,Magnus Nielsen,Sweden,Long Form,647491,97.92,Poly Bridge 2
sh2iduxmkluf28ga7ophrqzdua47aa60,Joseph Perez,United States,LiveStreamer,668578,278.7,Jurassic World Evolution 2
h0l5oxkhk9dl90vnropeorfz88uxi2e1,Wridesh Ranganathan,India,Blogger,18807,2.17,Override 2: Super Mech League
gnoj9nmdxe8je6nep784inowj4ipfdqq,Takahashi Kaori,Japan,Short Form,16219,2.39,The Legend of Tianding
316ehxl33caryjqtr3i09gb2kb6pkuhy,Park Dong-hyun,South Korea,Short Form,379634,41.5,Inertial Drift
c9govhstyh1ss9r4rnamato1qrye76vo,Elizabeth Nunez,United States,Blogger,17916,4.69,The Walking Dead: Michonne - A Telltale Miniseries
0lnkkuo4jh9jpdmn1s3yg8vfu9pxykm8,John Cook,Australia,LiveStreamer,828407,169.86,War Mongrels
ipxa079calu4fs5gsxm3qksog16rsd3x,Cho Ye-jin,South Korea,Blogger,63922,7.56,Ticket to Ride
cn7qa2tbyy2702hhnnq81uy9kftqee4j,Alexander Hanna,United States,Short Form,36335,6.83,The Long Dark
ccdrb0f3eheutal4ic725h03ddjvyyfw,Sophia Lima,Brazil,Long Form,76211,11.71,RiMS Racing
6gesekxy9dwzy08m8osg3rjm7vuqp5s4,Ryan Camacho Jr.,United States,Long Form,137529,21.75,20XX
ha6a6frt4p30b2i9e6xm8kpqzhvp8x80,Sarah Montoya,United States,LiveStreamer,37832,9.5,ZEN Triple RPG Bundle
g1ir70iofsl3qaz7xu67pa3ljql0ksj7,Sébastien Alexandre,France,LiveStreamer,4975825,1368.89,Shadow of the Tomb Raider: Definitive Edition
mfz5ww4yymoes7sz4s3e3tird5ecfjfz,Selim Zahn,Germany,Long Form,181269,28.98,Genesis Noir
jbh79ihnb2zf1yhc41o5ogi4meiadncc,Emily Day,United Kingdom,Long Form,59021,26.51,Curse of the Dead Gods
fka7ec653yczq6i26unfk3uyarcr4zm5,Yara le Briel,Netherlands,LiveStreamer,269071,82.49,Brave
uk6m8ftrwjl0ebanfslopfo9kh6mh033,Dr. Johanna Ortmann,Germany,Long Form,517364,151.69,Wytchwood
xxnvuguidfj5tp09xqj7bcnd865t73s6,Amber Wilson,United Kingdom,Short Form,196148,31.08,Deep Sky Derelicts
e8ch1p4zts1jjlsr6ob4xxw9vwk6vk0h,Tasha Gray,United States,Long Form,110365,50.52,Wolfstride
w4kmp6sal3560swucsduxhd71t06ahwg,Kathryn Patel,United States,LiveStreamer,768635,245.05,The Captain
1a5tvvsr9f72d4pur9ztqrm840dk2ovx,Gerard Brown-Smith,United Kingdom,Long Form,200215,80.82,APE OUT
a0knjs9k5pc02464qoe9uzx3y6g0vfoi,Rodney Nichols,United States,Short Form,5304,1.4,Skate City
36u9cyrveow0ef578o1fe1yend6bwbem,Adriano Fittipaldi,Italy,Long Form,9877752,3206.58,Critadel
h4217pftpybor9mm201lda71yp6e9kgy,Maya Narain,India,Long Form,35943,7.41,Spiritfarer®: Farewell Edition
cmgmfmxvbsvzru5sckny2ughnnxav3i7,Han Ye-jin,South Korea,Short Form,116625,18.08,Dark Light
jgbjxg56w0mqa1ccyy4jufn24xcrwdwf,Kacper Maksimowicz,Poland,Blogger,19156,2.36,Narita Boy
x1namyqc0oo8scvk4b3m6141b6k16le7,Mary Barnett,United States,Short Form,149296,48.91,Wargame: Red Dragon
d3b7f6mq1um9jpbv4wkp21okbxspvjn8,Claire Moore,United Kingdom,Short Form,41334,8.81,Farming Simulator 19
zqsuphh99dfbtnfqv21746zfzcnvs3fa,Sharon Jefferson,United States,LiveStreamer,95431,34.75,Red Dead Redemption 2
yv16zhz3e88seby8en00bgbb1r3yqs5p,Vidhi Vyas,India,Short Form,229201,36.41,Ageless
vc6wn93d8qjmjz8h95h3wxevbmkxqfgk,Michel Le Morvan,France,LiveStreamer,49048,11.78,Chronos: Before the Ashes
26f4dqwml7o610hlsefgbcp6oqnfc3y0,Jade Vargas,Brazil,Short Form,34655,3.07,Farming Simulator 22
00zcmhfmtgdlb3j56tamy74wxuwcozfq,James Brooks,United States,LiveStreamer,707335,329.71,Might and Magic: Heroes VII - Ultimate Edition
09xox3mslzarfgx9i0tuey6emdf3jphn,Timothy Hill,Australia,Blogger,3033,0.22,DAEMON X MACHINA
rghr4x51mo5jmq0njvjpcmw0jpjlbwj1,Tanaka Kaori,Japan,Long Form,33450,8.34,Atomicrops
4l2ljzl8xrw4dbrhgr8cp11gbz30v0vs,Choi Min-seo,South Korea,Long Form,31121,7.27,Neurodeck
chrvu6x72b6wte1qmhhopyb5x2zwva26,Mariana Rizzoli,Italy,Long Form,26745,9.16,Jurassic World Evolution
ydux8pg7vh7l0mh78diqknppajiyryyi,Nakamura Takashi,Japan,Long Form,3131608,1061.75,Relicta
4xp4eihwtxh2c7vdngq5ti7pzutdsbxk,Sabine Mahe,France,Short Form,5602960,1594.38,Darksiders III
f5qskb96gv6z4fke59ma7oil3f1h0f39,Park Soo-jin,South Korea,LiveStreamer,150253,78.74,Among Trees
glsh6gjjm0gz8tbf8awstybu503vl2kd,Rachel Moore,United States,Short Form,252236,48.27,AXIOM VERGE
0p7t5mc17zgkp8r4cu0hvi43pt5p5akn,Edelmira Roura Barreda,Spain,LiveStreamer,119262,37.2,Arcadegeddon Early Access
5qyytzoanzpzhzpliuflyz0y3mmg5opk,pani Aniela Kołtuniak,Poland,Blogger,3604,0.2,The Walking Dead: Season Two
oqo3723gaxfz4eny9oj32a3o98ofy1dp,Mrs Grace Bevan,United Kingdom,LiveStreamer,245676,139.68,STAR WARS™: Squadrons
86cm2rnh8n4y29i5zoveqgaxfppwe2yb,Hannah Bezemer,Netherlands,Short Form,247254,29.52,Might and Magic: Heroes VII - Ultimate Edition
c9qv0y8go1hg32puiueszyaqd5zbjn2j,Andres Speer,Germany,LiveStreamer,184055,61.31,INSIDE
ggaktmd9cbssxe5pv1a5qsshllt5mhd5,Herlinde Gertz,Germany,Short Form,28972,8.6,HUMANKIND™ Standard Edition
wt4a7ccdmbgmuvzbfauysr6vtb9kojw4,James Gallagher,United States,LiveStreamer,30164,7.45,Tom Clancy's Ghost Recon Wildlands Standard Edition
kjzhdnw4y2s80lcbkw33edfyg9ar99v9,Kato Sakura,Japan,Long Form,34252,4.89,Edge Of Eternity
bt0efosy0vy4quhq0stkxlfgsiialnzy,Guy Reynolds,United States,Blogger,564825,62.33,2064: Read Only Memories
6rmx1vzap3oe23srb3xc39yuv3fjep9s,Bhavini Krishna,India,Long Form,40485,12.48,Shadow Tactics: Blades of the Shogun
qyz6y3z1de1e1630pocr0vhv1nm3v16x,Scott Jenkins,Australia,Short Form,394788,46.47,Far Cry New Dawn Standard Edition
cck03x2tzkq1shd6m2hnpur3lyn6zl13,Gert Andersson,Sweden,LiveStreamer,106625,50.97,Panzer Corps 2
7nqwhocpy8udqddaqjrtmetmhopmpnbn,Ricky Larson,United States,Long Form,8089857,2139.31,Dandara: Trials of Fear Edition
bhtq000hfmokrvgzdpcxp36azfmvpldi,Laura Anderson,United States,Long Form,4906784,1025.74,The Colonists
wvy9rmjr211pv58y9n81djdi3wdnmvql,Molly Mcclure,United States,Long Form,829471,150.45,Untitled Goose Game
gd0nwevhvqe5kn0w0brnb84xx9jc01jr,Isolde Tintzmann,Germany,Short Form,58683,10.31,Jaws of Extinction
c1wkx3m0n4f56py489g19tqgchgrg2kt,Kevin Anderson,Australia,LiveStreamer,52454,12.81,Assassin’s Creed Valhalla + Watch Dogs: Legion Bundle
pllv12bvxejaxvt7cz14wjai9c2bvs3k,Martin Moreau,France,Long Form,206745,89.77,The Big Con
lay64yfds0dji9kqdgbk2l0d1b4xgmpw,Adelbert Mielcarek,Germany,Short Form,242170,81.95,Stonefly
l57arg71qt1vprlr8jmc6ukyucx5jvds,María Luisa Peral Daza,Spain,LiveStreamer,183976,49.0,CastleStorm 2
j1zhzr9m682lw1xylnklooafzdy5ddp9,Miss Hollie Moss,United Kingdom,LiveStreamer,9636417,4075.93,TOHU
dd0gn7rvxq51whal104s210u8ulv1j30,Howard Howell,United Kingdom,Long Form,24703,7.58,The Last Friend
iutaikbt5wyiyy7tl28kg2iic23osuyh,Dr. Anatoli Reinhardt,Germany,Short Form,39976,7.41,NBA 2K21
8ztv05x4w7kyhqin9n6xcj883dhx8bm9,Ingemar Skoglund,Sweden,Short Form,842003,242.76,Just Cause 4 Reloaded
gkbuoc1r601ejt1wt805qtdcjs924w7w,James Miller,United States,Blogger,18368,3.04,The Chameleon
d3y82fjxlfn7v2t3flwl91qjwnnhn3k7,Jennifer Haney,United States,Blogger,364689,92.17,Clid The Snail
tz80oz8i8lxs3ifqs2tkqgnc98p9j8ci,Lucie-Olivie Guillou,France,Long Form,5951799,1320.24,Fell Seal: Arbiter's Mark
aome2rn9mvc405abfleuxwf2wv0b8vhh,Andre Lane,United States,Short Form,36608,10.93,The Spectrum Retreat
xvwn8q2jt12iy3bv3giw4kv72pxc61hb,Heinz-Peter Girschner-Holzapfel,Germany,LiveStreamer,401511,101.79,Shadow of the Tomb Raider: Definitive Edition
v4m95rpe5xe4e5yw4junr3bxho8sybns,Kerry Burton,United Kingdom,Short Form,2955625,276.62,Dandara: Trials of Fear Edition
m9y21pz2qrutuh3pqpqgwai4eibb825l,Gregory Carr,United Kingdom,Long Form,2303470,1089.92,Assassin's Creed® I: Director's Cut
cu0zjeqkwa8jvyl4zls49dldgx2javhx,Diana Pierce,United States,Short Form,30213,6.61,Pupperazzi
t2mzvwjgpch5a57920f1p0s4n8wttust,Urs Ladeck-Bien,Germany,Long Form,142606,50.8,Dice Legacy
0br3m135ykmutxzmw7jya8ggea7hzr3y,Dr Russell Walker,United Kingdom,Long Form,521702,138.15,Super Squad
pa95g1amra5rbaykis11d2mrmtxjq3km,Eric Powell,United States,Blogger,34936,4.05,Before Your Eyes
q5o0t4bg1moeto04tfrx245gbxzqinmm,Annemijn Bijlsma,Netherlands,Long Form,902999,92.15,Carto
qjc4i75dxidaexh0j4ohh2g94zhzu1ih,Carolina Salazar Alvarez,Spain,Blogger,9572076,862.74,Dishonored - Definitive Edition
rlh4qn2eugcctfw3ktfb0d31pq6pspnb,Audrey Ramos,France,Short Form,10817,3.67,Primordials: Battle of Gods
4qqad8ai0iyjdmzy79swfqtyjppi40ka,Brandon Mcclain,United States,Short Form,13462,1.29,Rogue State Revolution
8b81uswrf2lmcnfgpkkq2d6yecyfrsmz,Agnes Sundqvist,Sweden,Short Form,44656,4.97,Killing Floor 2
4ynl4vbhidra48keqefe8o83vljuupwi,Dr Hilary Smith,United Kingdom,Short Form,255284,48.61,AER Memories of Old
u88hlnia3f5zcxsccksb1tpy3lqrkxfg,Jane Short,United States,LiveStreamer,40742,18.5,South Park™: The Stick of Truth™
e9ywubaj35riqw37tcssd71p41bx176t,Han Min-jun,South Korea,Blogger,115996,16.19,Dead Cells
r505b7vn7a9dwrfz261zqb3xi7ssa0ue,Sra. Helena Pimenta,Brazil,Long Form,49798,11.78,Shenmue III - Standard Edition
07fpy1aeldwqxke0qc96mj9n6eqv5y21,Jason Ford,United Kingdom,Short Form,108887,21.84,TOEM
tet57muchv5nnp011e2cxv3cx4kafrea,Borys Borczyk,Poland,Short Form,643290,102.31,Elite Dangerous
doar7nri8mn6dkgl30vxcualh3kcjkdt,Nicolasa Zorrilla Quevedo,Spain,Long Form,171074,24.48,The Escapists
3u73z8eztmbaod52sjyd20emtswaalxv,Park Dong-hyun,South Korea,Short Form,2090216,323.86,SLUDGE LIFE
fyvnspwoqeb1oe4d5s7qglnaav39k1r2,Jung Dong-hyun,South Korea,LiveStreamer,97747,26.28,Mafia: Trilogy
11blkbp2anx2gsizdaqrf9xgvvzq6ime,Marilyn Smart,United Kingdom,Long Form,39163,6.95,Hob
5hvgox22iniwc5amln4ptgq9cvah78ok,Ariel de Alcolea,Spain,LiveStreamer,997246,318.64,Backbone
57ote0q32rv23u65xnufa4afm3mhpdpu,Pamela Dunn,United States,Blogger,4733816,527.0,Cosmic Express
n0s5yd4aka6puwvs4vs3xir66arayqxr,Jeremi Gwardiak,Poland,Blogger,1206959,82.79,Dread Nautical
2mg5r7xivv63se6x8kxb2j1nt0jgirb0,Joel Allen,United Kingdom,Short Form,4572756,1278.45,JETT: The Far Shore
s8bniiaxzn96ue75ihl2tjhg1jjnsovj,Manbir Mani,India,Short Form,350596,36.3,A Good Snowman is Hard to Build
k0owtwdm4fqm9frqtgq8avgvhm2auzip,Michael Flowers,Australia,Short Form,97323,13.22,Auto Chess
ffwp7g76u5tvvzwmcovoqjes3ik71esf,Cho Hye-jin,South Korea,Short Form,78472,20.09,Europa Universalis IV
o6rmao5xxy6wkhvpp55u1r8a5j8ur63n,Stephen Wood,United States,Short Form,226588,32.85,Heavy Rain
zszw5ukgaxm9ny1oo9x7f8my2jikth3o,Valerio Marcacci,Italy,Short Form,44403,4.19,Offworld Trading Company
zvd8h3chufeu71jx73ry7qnunzjaoc78,Teresa Plaza Alberola,Spain,LiveStreamer,12882,4.65,SpellForce 3: Fallen God
kpy94u1i6xmh1tp9wnipzq0qkaiimyrq,Elizabeth Allen,United States,LiveStreamer,28033,11.77,Through the Darkest of Times
73ydd2qso2yj03dldsmmqp1yt7lskp2f,Emigdio Jose Francisco Ródenas Goicoechea,Spain,Blogger,37329,3.55,Parkitect
yxfk32cqge585jtebae112yjbsjgy8i7,Hellena Correia,Brazil,Long Form,132312,21.51,Train Life: A Railway Simulator
36jo7izc9rpqix31dcs6wpbngzcw6j7o,Dorothy Mclaughlin,United States,Long Form,55306,13.12,Expeditions: Conquistador
8p0lw3895tx69va98bwnazmpwb0f4x6v,Hwang Ye-jin,South Korea,Short Form,155436,14.18,Ghost Recon Breakpoint Standard Edition
jilxn32nbzwbho4uw2aww77gcjbeo4eu,Jeffery Ortega,United States,Blogger,188751,52.75,Chicken Police - Paint it Red!
oyxlfgohobmsj9isbblhxhi06u0904av,Jackson Butala,India,Blogger,1747,0.25,Arcadegeddon Early Access
g2arxxlhy4uxmwa178fxpif8rdzrq8eb,Travis Bryant,United States,LiveStreamer,147697,100.17,Everything
g16aekvq4rtfwdcxj8btif9v0dnb91ro,Watanabe Takashi,Japan,Short Form,23670,3.51,Path of Exile
fxp2ir5v2o0vf6rcihgato3ejq65ng55,Jodi Young,United States,LiveStreamer,29842,12.35,Totally Accurate Battle Simulator
9xx5fzhfefpq50o0fjk9727trvjqzplj,Sara Chapman,United Kingdom,Blogger,70437,11.79,ChromaGun
ellhlrswp0ykkswnwzf8y7p62zko0e49,Finn Magar,India,Short Form,234467,29.63,JETT: The Far Shore
1xofu6be5en7n8vzbm8308k6xip5fl8e,Mrs Carole Baker,United Kingdom,Blogger,21735,3.76,Port Royale 4
usmesjt2jpnrim1y65rjn2hz2omtzjko,Jacob Fitzpatrick,United States,LiveStreamer,23412,12.9,Icewind Dale: Enhanced Edition
jf5extc6ocq3p4baoybhhtejmprbjgx0,Anna Dahlberg,Sweden,LiveStreamer,2298,0.36,Among Us
xgvlzqg5gjdeu6lvg8l9chtb3lulvfz5,Gunbir Mannan,India,Short Form,10452,2.3,Hamsterdam
qrpicq5yohstuemk1tbg3ci90yipnrqg,Suzuki Takashi,Japan,Short Form,33156,9.15,Legend of Grimrock 2
mslca6zr432e7pkqojo7tx2m7ouwq63n,Renee Bennett,United States,LiveStreamer,428668,235.5,Fights in Tight Spaces
taq6glpgut1pv0bse8rz9ja9jdz5vc8z,Mr Gerard Miller,United Kingdom,Blogger,39160,5.78,Bus Simulator 21 - Modding Kit
nu9xh0dlv02ighjewgw63d9kt0j2gvxi,Adam Mccoy,United States,Short Form,46343,13.74,CastleStorm 2
xpkaybsewyo0cadsmiqacaaff0go357b,John Webb,United Kingdom,LiveStreamer,7278,4.0,MudRunner
3io6gsep0z0e377k8nor87ytapaneylg,Kato Kenji,Japan,Blogger,466521,33.13,Alien: Isolation
ojpiqj9qvuaqzow2wa7w0j27lrjl9qta,Vicki Hester,United States,Long Form,38741,12.92,Battalion 1944 Development Toolkit
4nn4gct8bwk8xn29gxekbzcmlox8gct3,Brittany Barry,United States,LiveStreamer,138378,50.73,LEGO® Batman™ 3: Beyond Gotham
